description,edibility_binary
"Calvatia excipuliformis (Pers.) Perdek. syn. Handkea excipuliformis (Scop.) Kreisel syn. Lycoperdon saccatum Schaeff. ex Fr. syn. C. saccata (Fr.) Morgan syn. L. excipuliformis Schaeff. ex Pers. Beutel-St�ubling Lycoperdon en sac. Fruit body 8�20cm high, pestle-shaped, head 3�12cm across, pale buff at first then brownish, outer surface of small spines or warts which soon disappear exposing the yellowish, papery inner wall of which the upper portion breaks away to expose the spores. Gleba purplish-brown at maturity; sterile base of sponge-like texture, brownish and occupying the entire stem. Spores olive-brown, globose and warted, 3.5�5.5� in diameter. Habitat on waste ground, heaths, pastures and woodland. Season late summer to autumn but the sterile stalk and empty cup-like base of the head may persist for many months. Common. Edible when young. Distribution, America and Europe. This photograph shows unusually short-stemmed specimens; the young one (bottom right) is the most typically shaped.",edible
"Calvatia utriformis (Bull. ex Pers.) Jaap syn. Handkea utriformis (Bull.) Pers. syn. Calvatia caelata (Bull. ex Pers.) Morgan syn. Lycoperdon caelatum Bull. ex Pers. Hasenbovist Vesse-de-loup cisel�e. Fruit body 6�12cm across, squat and pear-shaped when mature tapering towards the base, white to pale grey-brown finally darker brown, outer wall consisting of scurfy warts and soon breaking up into hexagonal patches leaving the fragile inner wall to flake off irregularly at the top. Gleba olivaceous-brown and powdery; sterile base thick, up to one-half of the fruit-body. Spores olive-brown, globose, warted, 4�5� in diameter. Habitat in pastures or on heaths, usually on sandy soil. Season summer to late autumn but the old cup-shaped sterile bases often persisting from one season to the next. Uncommon � more frequent in the northern Europe. Edible when young.",edible
"Cantharellula umbonata (Fr.) Singer Grayling. Cap 2-5cm across, convex becoming funnel-shaped with a small central umbo and sometimes a wavy margin; grayish brown to smoky or violaceous gray; dry and minutely hairy. Gills decurrent, crowded, narrow, thickish, regularly forked; whitish bruising red or yellow. Stem 25-80 x 3-7mm, tough, stuffed; whitish to graying; silky. Flesh white, bruising red where cut or handled. Odor scented. Taste mild. Spores subfusoid, smooth, amyloid, 8-11 x 3-4.5�. Deposit white. Habitat scattered or in groups in hair-cap moss. Common. Found widely distributed in northeastern North America and Europe. Season August-November. Inedible.",poisonous
"Amethyst Chanterelle Cantharellus amethysteus (Qu�l.) Sacc. syn. C. cibarius var. amethysteus. Amethyst Chanterelle, S�rga r�kagomba lil�s v�ltozat. Cap 3-6cm across, convex then soon flattened and depressed at centre with an irregular, wavy, and inrolled margin, dry and felty, dull orange with fine woolly or felty scales of purplish-lilac especially at the centre but sometimes overall. Stem 2-4x1-2cm, fleshy, tapering below, pale yellowish-orange, bruising deep tawny when handled. Flesh firm, pale cream yellow, then brownish-orange when cut. Smell and taste pleasant, faintly of apricots. Hymenium thin, resembling wrinkled, narrow and forking gills, running down the stem, pale yellow-orange to pinkish-orange, bruising darker orange. Spore print white. Spores 8-10 x 4.5-6�, broadly ellipsoid, smooth. Habitat in grass or leaf litter under broadleaf trees, oaks, beech and birch, rarely pine. Season late summer to autumn. Rare to occasional. Edible. Distribution Europe.",edible
"Cantharellus cibarius Fr. Chanterelle, Chanterelle commune, Girolle, Pfifferling, Eierschwamm, S�rga r�kagomba, Gallinaccio, garitola, finferlo, Hanekam of cantharel. Cap 3�10cm across, at first flattened with an irregular incurved margin later becoming wavy and lobed and depressed at the centre, pale to deep egg-yellow fading with age. Stem 30�80 x 5�15mm, solid, concolorous with cap or paler, tapering towards the base. Flesh yellowish. Taste watery at first then slightly peppery, smell faint, fragrant (of apricots). Gills narrow, vein-like, irregularly forked and decurrent, egg-yellow. Spore print ochraceous. Spores elliptical, 8�10 x 4.5�5.5�. Habitat in all kinds of woodland, but usually associated with frondose trees in Britain. Season summer to late autumn. Edible � excellent. Distribution, America and Europe.",edible
"Cantharellus luteocomus Bigelow Cap 0.5-2.5cm across, convex and shallowly depressed with an inrolled margin, becoming flatter or more vase-shaped with a wavy, scalloped margin; orange-yellow; moist, smooth. Fertile undersurface running down the stem; orange-yellow to pinky-brownish with a whitish bloom in older specimens; smooth or wrinkled. Stem 15-30 x 3-6mm, stuffed; orange-yellow; smooth. Flesh thin, soft; orange-yellow. Odor not distinctive. Taste not distinctive. Spores ellipsoid, smooth, nonamyloid, 10-13 x 6-8.5�. Habitat in groups or dense clusters on damp, mossy ground under birch and mixed woods. Found in Vermont and New York. Season July-September. Edibility not known.",poisonous
"Cantharellus tubaeformis Fr. Cap 2-8cm across, convex then soon flat and depressed, funnel-shaped in center, margin inrolled, wavy; deep yellow to yellow-brown, paler with age. Gills decurrent, narrow, blunt, and irregularly branched and vein-like; yellowish to gray-violet. Stem 25-80 x 4-l0mm, hollow, often flattened or grooved; yellow to dull yellow-orange. Flesh pallid yellow. Odor pleasant. Taste pleasant. Spores ellipsoid, smooth, 8-12 x 6-10�. Deposit white. Habitat often in large troops in wet, mossy bogs. Found throughout northern North America and Europe. Season July-October. Edible-good. Comment The very similar Cantharellus infundibuliformis Fr. has a darker cap, duller stem, and cream to yellowish spores.",edible
"Cantharellus minor Pk. Cap 0.5-3cm across, convex with an inrolled margin, then flat to depressed or funnel-shaped, thin, wavy at the margin; yellow to pale orange; smooth. Fertile undersurface of cap with very narrow, blunt ridges and wrinkles, often cross veined and descending stem; pale yellow-orange. Stem 15-50 x 3-l0mm; yellow-orange; smooth. Flesh soft; pale yellow. Odor pleasant. Taste pleasant. Spores ellipsoid, smooth, 6-11.5 x 4-6.5�. Deposit pale yellow. Habitat on damp, mossy soils in deciduous woods. Frequent. Found in eastern North America. Season July-September. Edible",edible
"White Chanterelle Cantharellus subalbidus Smith & Morse Cap 5-13cm across, flat to broadly depressed with a somewhat wavy margin; whitish bruising yellowy or orange or orange-brown; smooth or slightly scaly in age. Gills close, often forked, cross veined, distant ridges descending stalk; whitish. Stem 20-60 x 10-30mm, stout; white discoloring brownish; dry, smooth. Flesh thick, firm; white. Spores ellipsoid, smooth, 7-9 x 5-5.5�. Deposit white. Habitat scattered or in groups on the ground under mixed conifers or mixed oaks. Common. Found in the Pacific Northwest. Season September-November. Edible-excellent, and much sought after in western North America",edible
"Capitotricha bicolor (Bull.) Baral syn. Dasyscyphus bicolor (Bull.Fex Merat) Fuckel. Asco. Small cups 1-2mm across, yellow on the inside white on the outside, which is covered with thick white hairs, margin inrolled when dry. Aci 8 spored, spores 7-10 x 1.5-2.5. Found in many parts of the world Europe and America growing on twigs of dead Oak, and other hardwood twigs. Not edible. Many thanks to Miroslaw Wantoch-Rekowski for the photographs.",poisonous
"Catathelasma imperialis (Fr.) Singer Cap 12-40cm across, convex becoming flat with an incurved margin at first; blackish brown to dingy brown; slightly sticky becoming dry and breaking into small areas or patches over the middle. Gills decurrent, close, narrow becoming broad; yellowish to pale greenish gray. Stem 120-180 x 50-80mm, tapers to a pointed base; covered with a dingy yellow-brown or pinky-brown membranous sheath; dry. Veil partial double veil leaving double ring on upper stalk; top layer membranous and striate, bottom layer slimy. Flesh hard, thick; white. Odor mealy. Taste mealy. Spores cylindrical, smooth, amyloid, 11-14 x 4-5.5�. Deposit white. Habitat singly or scattered in dense coniferous forests. Found in the Rocky Mountains and the Pacific Northwest and Europe. Season August-October. Edible.",edible
"Catathelasma ventricosa (Pk.) Singer Cap 7-20cm across, convex to broadly convex; dingy white to brownish or grayish; dry, smooth, and breaking up into patches with age. Gills decurrent, close to nearly distant, narrow to broad; whitish. Stem 50-150 x 26-60mm, stout but narrowing to a point and deep in soil; whitish to yellowish brown; dry. Veil partial double veil leaving flaring double ring; top layer hairy, bottom layer membranous and persistent. Flesh very thick, hard; white. Taste mildly unpleasant. Spores ellipsoid, smooth, amyloid, 9-12 x 4-5.5�. Deposit white. Habitat scattered or in groups under conifers, especially spruce. Frequent. Found in northern North America south to Colorado, and in mountainous areas of northern California. Season August-October. Edible-good.",edible
"Ceriporiopsis gilvescens (Bres.) Dom. syn. Poria gilvescens Bres.Blasser Krustenschwamm Fruit body resupinate, initially small then merging into larger patches up to 10�15 x 2�5cm and 0.5cm thick, white, bruising or drying flesh-coloured, reddish-brown or ochraceous but remaining pale at the sterile margin. Tubes 1�4mm long, pale reddish-brown. Pores 3�5 per mm, more or less angular. Spores ellipsoid-cylindric, 4�6(7) x 1.5�2�. Hyphal system monomitic; hyphae thin-walled with clamp-connections. Habitat on logs and rotting stumps of deciduous trees. Season all the year, annual. Occasional. Not edible. Found In Europe.",poisonous
"Cerrena unicolor (Bull. ex Fr.) Murr. Cap 0.5-7.5cm across, starts as a spreading resupinate, then forms crowded, often overlapping brackets; white to gray; thin; with dense covering of stiff hairs, often zoned and with covering of algae on upper surface. Tubes 0.4-4mm deep, mazelike, becoming tooth-like or more rarely pore-like; whitish. Pores 2-3 per mm, white to gray. Flesh thin, tough; white. Spores ellipsoid, smooth, 4.5-5.5 x 2.5-3.5�. Deposit white. Habitat on wood, mostly deciduous. Found throughout northern North America into the Southeast and Midwest. Season all year. Not edible.",poisonous
"Chamaemyces fracidus (Fr.) Donk Syn. Drosella fracida (Fr.) Sing. syn. Lepiota irrorata Qu�l. Schleimiger Schirmpilz Foltosod� �zl�bgomba. Cap 2.5�10cm across, convex, pale yellowish at first then straw-coloured, covered in dew-like drops when fresh which on drying often leave dark brown or blackish spots. Stem 30�40 x 7�10mm, whitish and smooth above the membranaceous ring covered in small yellow or brownish scales below, often exuding yellowish or orange-brown droplets. Flesh white. Smell unpleasant. Gills white then yellowish cream. Cheilo- and Pleurocystidia abundant, thin-walled, hyaline, clavate or fusiform, and very conspicuous. Spore print white. Spores ovoid, 4�5 x 4�. Habitat pasture and open woodland. Season early summer to autumn. Rare. Edibility unknown. Found In Europe.",poisonous
"Chlorociboria aeruginascens (Nyl.) Karst. ex Ram syn.. Chlorosplenium aeruginascens (Nyl.) Karst. Gr�ner Holzbecherling Chlorosplenium blue-vert, Green Elfcup. Fruit body 1�5mm across, cup-shaped then flattened with a wavy, irregular margin, attached to the substrate by a short stalk, bright blue-green throughout. Asci 70 x 5m. Spores fusiform, containing two small oil drops situated at opposite ends of the spore, 6�10 x 1.5�2�. Habitat on fallen branches of deciduous trees, especially oak. The mycelium growing through the wood stains it conspicuously blue-green. Season mainly autumn although also found in spring to autumn. The stained wood is often seen but the fruit bodies are less frequent. Not edible. Distribution, America and Europe.The infected wood, known as �green oak�, was formerly used in the manufacture of Tunbridge ware, a traditional method of decoration where woods of different colours were arranged into blocks to give the desired pattern, compressed, then cut transversely into thin strips of veneer.",poisonous
"Chlorophyllum molybdites (Mayer ex Fr.) Mass. Lepiota morganii (Pk.) Sacc. Green-gilled Lepiota. Cap 5-30cm across, hemispherical to broadly convex becoming flatter; whitish underneath, covered with thin layers of pale pinkish-buff volval tissue which breaks up into many small scales and patches as the cap expands; dry, smooth or minutely hairy below, with scales curling upward in age. Gills free, close, broad; whitish slowly becoming dirty gray-green or darker. Stem 50-250 x 8-25mm, sometimes enlarging toward the base; whitish, slowly becoming dingy gray; smooth. Veil membranous, large, white, leaving double edged, persistent pendant ring on the upper stalk. Flesh thick; white, discoloring dingy red when bruised. Odor faint and pungent or none. Taste mild or none. Spores ovoid or ellipsoid, smooth, thick-walled with small germ pore at tip, 8-13 x 6.5-8�. Deposit green. No pleurocystidia. Habitat often forming fairy rings on grassy places such as lawns, meadows, and wasteland. Found widely distributed in North America but very common in the Gulf Coast area and Colorado. Season July-September. Poisonous. Comment Many people have reported this mushroom as edible, but it definitely contains toxins. These may be reduced by boiling, which may account for some people's eating it without symptoms of vomiting, cramps, and diarrhea.",poisonous
